"SDG_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GAB","Gabon","2018","2018",85.85235,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CUB","Cuba","2002","2002",99.9556,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CUB","Cuba","2012","2012",99.87465,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LSO","Lesotho","2000","2000",97.49609,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LSO","Lesotho","2009","2009",92.09389,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LSO","Lesotho","2014","2014",93.96988,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MLI","Mali","2006","2006",38.81612,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MLI","Mali","2010","2010",44.30171,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MLI","Mali","2011","2011",42.09528,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MLI","Mali","2015","2015",49.36653,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MLI","Mali","2018","2018",50.1347,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MLI","Mali","2020","2020",46.15734,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2007","2007",98.80972,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2008","2008",97.69172,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2009","2009",98.04145,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2010","2010",98.50034,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2012","2012",98.25123,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2013","2013",98.59587,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2014","2014",98.9637,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2015","2015",98.35383,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2016","2016",98.20768,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2018","2018",97.73242,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2019","2019",98.03513,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2020","2020",98.63162,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2000","2000",73.42582,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2001","2001",74.94675,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2002","2002",76.36973,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2003","2003",76.87395,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2004","2004",78.24066,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2005","2005",79.31576,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2006","2006",78.266,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2007","2007",79.80849,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2008","2008",81.16137,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2009","2009",81.00696,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2010","2010",82.13828,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2011","2011",82.85982,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2012","2012",85.36635,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2013","2013",87.5706,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2014","2014",88.39013,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2015","2015",89.09198,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2016","2016",86.74286,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2017","2017",87.62137,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2018","2018",88.27654,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2019","2019",88.67737,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40603","Africa (Northern)","2020","2020",89.0418,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","COG","Congo","2005","2005",67.48077,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","COG","Congo","2011","2011",72.87706,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","COG","Congo","2018","2018",74.61876,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LBY","Libya","2004","2004",77.8,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2005","2005",53.08856,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2006","2006",58.37056,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2007","2007",56.78496,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2008","2008",61.24992,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2009","2009",61.46266,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2010","2010",62.29837,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2011","2011",63.13681,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2012","2012",64.4741,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2013","2013",63.438,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2014","2014",65.54779,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2017","2017",67.53713,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2018","2018",64.35005,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2019","2019",65.18558,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ZWE","Zimbabwe","2011","2011",89.59058,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ZWE","Zimbabwe","2014","2014",87.59186,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2002","2002",94.21757,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2007","2007",95.78686,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2010","2010",96.80575,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2011","2011",97.04205,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2012","2012",97.02389,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2013","2013",97.47243,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2014","2014",97.68853,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2015","2015",97.61406,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2016","2016",98.83941,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZMB","Zambia","2002","2002",66.31098,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZMB","Zambia","2007","2007",58.47755,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZMB","Zambia","2010","2010",86.50945,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZMB","Zambia","2018","2018",91.62819,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2000","2000",88.20403,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2001","2001",88.22794,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2002","2002",88.40547,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2003","2003",89.20866,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2004","2004",89.21828,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2005","2005",89.7386,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2006","2006",89.62141,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2007","2007",90.33996,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2008","2008",90.5864,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2009","2009",90.95142,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2010","2010",91.08662,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2011","2011",91.64407,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2012","2012",91.96507,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2013","2013",92.03556,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2014","2014",92.50648,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2015","2015",92.66047,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2016","2016",93.11927,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2017","2017",93.25443,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2018","2018",93.44928,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2019","2019",93.89597,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40630","Latin America and the Caribbean","2020","2020",94.06756,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BIH","Bosnia and Herzegovina","2000","2000",99.03371,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BIH","Bosnia and Herzegovina","2011","2011",99.54133,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BIH","Bosnia and Herzegovina","2013","2013",99.17628,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MKD","North Macedonia","2002","2002",94.05607,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MKD","North Macedonia","2014","2014",96.7,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MKD","North Macedonia","2020","2020",97.60762,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LAO","Lao People's Democratic Republic","2000","2000",73.56058,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LAO","Lao People's Democratic Republic","2001","2001",74.68243,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LAO","Lao People's Democratic Republic","2005","2005",78.73984,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LAO","Lao People's Democratic Republic","2011","2011",67.05378,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LAO","Lao People's Democratic Republic","2015","2015",90.50107,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GEO","Georgia","2002","2002",99.76898,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GEO","Georgia","2014","2014",99.66821,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GEO","Georgia","2017","2017",99.43752,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GEO","Georgia","2019","2019",99.68112,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MTQ","Martinique","2004","2004",99.8,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MTQ","Martinique","2014","2014",99.8,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40042","Lower middle income countries","2000","2000",53.93597,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40042","Lower middle income countries","2001","2001",54.6587,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40042","Lower middle income countries","2002","2002",55.66411,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40042","Lower middle income countries","2003","2003",56.58591,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40042","Lower middle income countries","2004","2004",57.45948,,
