indicator_name,age_demographic,sex_demographic,location,country,year,literacy_rate,lit_flag_codes,lit_flags,pop_flag_codes,pop_flags,population,youth_goal_met,illiteracy_rate,illiterate_population
Adult literacy rate,15+ years,Female,NPL,Nepal,2011,0.4883759,,,,,17355000,,0.5116241,8879236.2555
Adult literacy rate,15+ years,Female,NPL,Nepal,2018,0.5972443,‡,UIS Estimation,,,19550000,,0.40275570000000005,7873873.9350000005
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2000,0.9825014,,,,,,,0.01749860000000003,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2001,0.9824817,,,,,,,0.017518299999999987,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2002,0.9829983,,,,,,,0.01700170000000001,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2003,0.9837937999999999,,,,,,,0.01620620000000006,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2004,0.9849061,,,,,,,0.015093899999999993,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2005,0.9853802,,,,,,,0.01461979999999996,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2006,0.9851815,,,,,,,0.014818499999999957,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2007,0.9870078999999999,,,,,,,0.012992100000000062,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2008,0.9901770000000001,,,,,,,0.009822999999999915,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2009,0.9896321,,,,,,,0.010367899999999985,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2010,0.9890792999999999,,,,,,,0.010920700000000116,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2011,0.9850687,,,,,,,0.01493129999999998,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2012,0.9854119,,,,,,,0.014588099999999993,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2013,0.9854796,,,,,,,0.014520399999999989,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2014,0.9876161999999999,,,,,,,0.012383800000000056,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2015,0.9884915,,,,,,,0.011508500000000033,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2016,0.9886606,,,,,,,0.0113394,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2017,0.988904,,,,,,,0.011095999999999995,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2018,0.9888604999999999,,,,,,,0.01113950000000008,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2019,0.9892363000000001,,,,,,,0.010763699999999932,
Youth literacy rate,15-24 years,Male,40619,Asia (Eastern and South-eastern),2020,0.9895661,,,,,,TRUE,0.010433899999999996,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2000,0.647831,,,,,,,0.35216899999999995,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2001,0.6622798,,,,,,,0.3377202,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2002,0.6798733,,,,,,,0.3201267,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2003,0.6927692999999999,,,,,,,0.3072307000000001,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2004,0.7082259000000001,,,,,,,0.2917740999999999,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2005,0.7096193,,,,,,,0.29038070000000005,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2006,0.7300659,,,,,,,0.26993409999999995,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2007,0.7363933,,,,,,,0.26360669999999997,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2008,0.7616731,,,,,,,0.2383269,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2009,0.77591,,,,,,,0.22409,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2010,0.7833135,,,,,,,0.2166865,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2011,0.7947654,,,,,,,0.20523460000000004,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2012,0.8061208000000001,,,,,,,0.19387919999999992,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2013,0.8214954,,,,,,,0.1785046,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2014,0.8331367000000001,,,,,,,0.16686329999999994,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2015,0.8468165999999999,,,,,,,0.15318340000000008,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2016,0.8608687,,,,,,,0.13913129999999996,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2017,0.8672607000000001,,,,,,,0.1327392999999999,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2018,0.8760571,,,,,,,0.12394289999999997,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2019,0.8847273,,,,,,,0.1152727,
Youth literacy rate,15-24 years,Female,40616,Asia (Southern),2020,0.8925526,,,,,,FALSE,0.10744739999999997,
Youth literacy rate,15-24 years,Female,BRB,Barbados,2004,0.9990000000000001,‡,UIS Estimation,,,39000,,9.999999999998899e-4,38.99999999999571
Youth literacy rate,15-24 years,Female,BRB,Barbados,2014,0.9990000000000001,‡,UIS Estimation,,,38000,TRUE,9.999999999998899e-4,37.999999999995815
Youth literacy rate,15-24 years,Female,TGO,Togo,2000,0.6355485000000001,,,,,1038000,,0.36445149999999993,378300.65699999995
Youth literacy rate,15-24 years,Female,TGO,Togo,2006,0.679237,,,,,1174000,,0.320763,376575.76200000005
Youth literacy rate,15-24 years,Female,TGO,Togo,2009,0.7455535000000001,,,,,1234000,,0.2544464999999999,313986.9809999999
Youth literacy rate,15-24 years,Female,TGO,Togo,2011,0.7270812,,,,,1280000,,0.2729188,349336.064
Youth literacy rate,15-24 years,Female,TGO,Togo,2015,0.7837085,,,,,1404000,,0.21629149999999997,303673.26599999995
Youth literacy rate,15-24 years,Female,TGO,Togo,2019,0.8400565,,,,,1584000,FALSE,0.15994350000000002,253350.50400000002
Adult literacy rate,15+ years,Female,BIH,Bosnia and Herzegovina,2000,0.9435994,,,,,2975000,,0.05640060000000002,167791.78500000006
Adult literacy rate,15+ years,Female,BIH,Bosnia and Herzegovina,2011,0.9680371,‡,UIS Estimation,,,,,0.031962900000000016,
Adult literacy rate,15+ years,Female,BIH,Bosnia and Herzegovina,2013,0.9491048999999999,,,,,,,0.05089510000000008,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2000,0.9456944,,,,,,,0.054305599999999954,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2001,0.9471056,,,,,,,0.05289440000000001,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2002,0.9514222,,,,,,,0.048577800000000004,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2003,0.9597607,,,,,,,0.04023929999999998,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2004,0.9604600000000001,,,,,,,0.03953999999999991,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2005,0.9624361,,,,,,,0.03756389999999998,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2006,0.9654080999999999,,,,,,,0.03459190000000012,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2007,0.967723,,,,,,,0.032277,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2008,0.9693197000000001,,,,,,,0.030680299999999883,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2009,0.9728034,,,,,,,0.027196600000000015,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2010,0.9702562,,,,,,,0.029743799999999987,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2011,0.9752464999999999,,,,,,,0.024753500000000095,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2012,0.9770222,,,,,,,0.022977800000000048,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2013,0.9769942,,,,,,,0.023005799999999965,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2014,0.9804123,,,,,,,0.019587699999999986,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2015,0.9811444,,,,,,,0.018855599999999972,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2016,0.9823282,,,,,,,0.017671800000000015,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2017,0.9828348,,,,,,,0.01716519999999999,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2018,0.9835691,,,,,,,0.016430900000000026,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2019,0.9840753999999999,,,,,,,0.015924600000000066,
Youth literacy rate,15-24 years,Male,40630,Latin America and the Caribbean,2020,0.9846547999999999,,,,,,TRUE,0.015345200000000059,
Adult literacy rate,15+ years,Male,GRD,Grenada,2004,0.9858,‡,UIS Estimation,,,74000,,0.01419999999999999,1050.7999999999993
Adult literacy rate,15+ years,Male,GRD,Grenada,2014,0.9858,‡,UIS Estimation,,,83000,,0.01419999999999999,1178.5999999999992
Youth literacy rate,15-24 years,Male,BEN,Benin,2002,0.5920508,,,,,1413000,,0.4079492,576432.2196000001
Youth literacy rate,15-24 years,Male,BEN,Benin,2006,0.5486694,‡,UIS Estimation,,,1606000,,0.4513306,724836.9436
Youth literacy rate,15-24 years,Male,BEN,Benin,2012,0.6394092,‡,UIS Estimation,,,1921000,,0.3605908,692694.9268
Youth literacy rate,15-24 years,Male,BEN,Benin,2018,0.6976118,‡,UIS Estimation,,,2279000,FALSE,0.3023882,689142.7078
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2000,0.8775431,,,,,,,0.12245689999999998,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2001,0.8814483,,,,,,,0.11855170000000004,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2002,0.8896308,,,,,,,0.11036919999999995,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2003,0.887179,,,,,,,0.11282099999999995,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2004,0.8901259,,,,,,,0.10987409999999997,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2005,0.8930961000000001,,,,,,,0.10690389999999994,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2006,0.89413,,,,,,,0.10587000000000002,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2007,0.8949308,,,,,,,0.10506919999999997,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2008,0.8958406999999999,,,,,,,0.10415930000000007,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2009,0.8552185,,,,,,,0.1447815,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2010,0.8561648,,,,,,,0.14383520000000005,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2011,0.8593409,,,,,,,0.14065910000000004,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2012,0.9070520999999999,,,,,,,0.09294790000000008,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2013,0.9018295999999999,,,,,,,0.0981704000000001,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2014,0.9163188,,,,,,,0.08368120000000001,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2015,0.8590192999999999,,,,,,,0.14098070000000007,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2016,0.9206068999999999,,,,,,,0.0793931000000001,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2017,0.9270695999999999,,,,,,,0.07293040000000006,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2018,0.8599311000000001,,,,,,,0.14006889999999994,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2019,0.8602540000000001,,,,,,,0.13974599999999993,
Youth literacy rate,15-24 years,Female,40614,Asia (Western),2020,0.8604482,,,,,,FALSE,0.1395518,
Youth literacy rate,15-24 years,Male,SSD,South Sudan,2008,0.4407936,,,,,1714000,,0.5592064,958479.7696
Youth literacy rate,15-24 years,Male,SSD,South Sudan,2018,0.4842514,‡,UIS Estimation,,,2220000,FALSE,0.5157486,1144961.892
Youth literacy rate,15-24 years,Both Sexes,POL,Poland,2008,0.9979683,‡,UIS Estimation,,,5749000,TRUE,0.0020316999999999696,11680.243299999825
Youth literacy rate,15-24 years,Both Sexes,VUT,Vanuatu,2004,0.9179999999999999,‡,UIS Estimation,,,42000,,0.08200000000000007,3444.000000000003
Youth literacy rate,15-24 years,Both Sexes,VUT,Vanuatu,2014,0.953,‡,UIS Estimation,,,50000,,0.04700000000000004,2350.0000000000023
Youth literacy rate,15-24 years,Both Sexes,VUT,Vanuatu,2018,0.9628212,‡,UIS Estimation,,,53000,TRUE,0.037178799999999956,1970.4763999999977
Youth literacy rate,15-24 years,Both Sexes,NGA,Nigeria,2003,0.6899378,,,,,26267000,,0.31006219999999995,8144403.807399998
Youth literacy rate,15-24 years,Both Sexes,NGA,Nigeria,2006,0.7869442999999999,,,,,27924000,,0.21305570000000007,5949367.366800002
Youth literacy rate,15-24 years,Both Sexes,NGA,Nigeria,2008,0.6638354,‡,UIS Estimation,,,29022000,,0.33616460000000004,9756169.021200001
Youth literacy rate,15-24 years,Both Sexes,NGA,Nigeria,2018,0.7502875,‡,UIS Estimation,,,37502000,FALSE,0.2497125,9364718.175
Adult literacy rate,15+ years,Female,PHL,Philippines,2000,0.9265491,,,,,47989000,,0.07345089999999999,3524835.240099999
Adult literacy rate,15+ years,Female,PHL,Philippines,2003,0.9356453,‡,UIS Estimation,,,51756000,,0.06435469999999999,3330741.8531999993
Adult literacy rate,15+ years,Female,PHL,Philippines,2008,0.9582563000000001,,,,,58767000,,0.04174369999999994,2453152.0178999966
Adult literacy rate,15+ years,Female,PHL,Philippines,2013,0.9678736000000001,,,,,66270000,,0.03212639999999989,2129016.5279999925
Adult literacy rate,15+ years,Female,PHL,Philippines,2015,0.9824174999999999,,,,,69149000,,0.017582500000000056,1215812.292500004
Adult literacy rate,15+ years,Female,PHL,Philippines,2019,0.9685243,,,,,75167000,,0.031475699999999995,2365933.9418999995
Youth literacy rate,15-24 years,Male,SGP,Singapore,2000,0.9940998999999999,,,,,,,0.005900100000000075,
Youth literacy rate,15-24 years,Male,SGP,Singapore,2010,0.9973789,,,,,,,0.002621100000000043,
Youth literacy rate,15-24 years,Male,SGP,Singapore,2011,0.9989364999999999,,,,,,,0.001063500000000106,
Youth literacy rate,15-24 years,Male,SGP,Singapore,2012,0.9989687,,,,,,,0.0010312999999999573,
Youth literacy rate,15-24 years,Male,SGP,Singapore,2013,0.9989628,,,,,,,0.0010371999999999604,
Youth literacy rate,15-24 years,Male,SGP,Singapore,2014,0.9989716,,,,,,,0.0010284000000000404,
Youth literacy rate,15-24 years,Male,SGP,Singapore,2015,0.9973515000000001,,,,,,,0.0026484999999999426,
Youth literacy rate,15-24 years,Male,SGP,Singapore,2016,0.9991319,,,,,772000,,8.681000000000383e-4,670.1732000000295
Youth literacy rate,15-24 years,Male,SGP,Singapore,2017,0.9992116,,,,,751000,,7.884000000000224e-4,592.0884000000168
Youth literacy rate,15-24 years,Male,SGP,Singapore,2018,0.9991742000000001,,,,,723000,,8.257999999998766e-4,597.0533999999108
Youth literacy rate,15-24 years,Male,SGP,Singapore,2019,0.9991379,,,,,692000,TRUE,8.620999999999768e-4,596.5731999999839
Youth literacy rate,15-24 years,Male,GRC,Greece,2001,0.9889446,,,,,1581000,,0.011055400000000049,17478.587400000077
Youth literacy rate,15-24 years,Male,GRC,Greece,2005,0.9953356,,,,,1414000,,0.004664400000000013,6595.461600000019
Youth literacy rate,15-24 years,Male,GRC,Greece,2007,0.9944521000000001,,,,,1324000,,0.005547899999999939,7345.419599999919
Youth literacy rate,15-24 years,Male,GRC,Greece,2009,0.9951223,,,,,1244000,,0.004877699999999985,6067.858799999981
Youth literacy rate,15-24 years,Male,GRC,Greece,2011,0.9872913,,,,,1173000,,0.012708700000000017,14907.30510000002
Youth literacy rate,15-24 years,Male,GRC,Greece,2018,0.9926,‡,UIS Estimation,,,1061000,TRUE,0.007399999999999962,7851.39999999996
Youth literacy rate,15-24 years,Both Sexes,KHM,Cambodia,2004,0.8338285999999999,,,,,3098000,,0.16617140000000008,514798.9972000003
Youth literacy rate,15-24 years,Both Sexes,KHM,Cambodia,2008,0.8747138,,,,,3152000,,0.12528620000000001,394902.10240000003
Youth literacy rate,15-24 years,Both Sexes,KHM,Cambodia,2009,0.8712393,,,,,3062000,,0.12876069999999995,394265.2633999998
Youth literacy rate,15-24 years,Both Sexes,KHM,Cambodia,2014,0.9014187,,,,,3180000,,0.09858129999999998,313488.5339999999
Youth literacy rate,15-24 years,Both Sexes,KHM,Cambodia,2015,0.9221236,,,,,3198000,FALSE,0.07787639999999996,249048.72719999985
Adult literacy rate,15+ years,Female,MMR,Myanmar,2000,0.8641518,,,,,31530000,,0.13584819999999997,4283293.745999999
Adult literacy rate,15+ years,Female,MMR,Myanmar,2016,0.7184699000000001,‡,UIS Estimation,,,38549000,,0.2815300999999999,10852703.824899996
Adult literacy rate,15+ years,Female,MMR,Myanmar,2019,0.8626860999999999,,,,,40040000,,0.1373139000000001,5498048.556000004
Youth literacy rate,15-24 years,Both Sexes,40675,World,2000,0.8657411,,,,,,,0.13425889999999996,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2001,0.8687623999999999,,,,,,,0.13123760000000007,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2002,0.873862,,,,,,,0.12613799999999997,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2003,0.8788174999999999,,,,,,,0.12118250000000008,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2004,0.8834327000000001,,,,,,,0.11656729999999993,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2005,0.884753,,,,,,,0.11524699999999999,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2006,0.8876430000000001,,,,,,,0.11235699999999993,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2007,0.8866710000000001,,,,,,,0.1133289999999999,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2008,0.8945075,,,,,,,0.10549249999999999,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2009,0.8952354,,,,,,,0.10476459999999999,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2010,0.8956744999999999,,,,,,,0.10432550000000007,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2011,0.8978328999999999,,,,,,,0.10216710000000007,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2012,0.9033696999999999,,,,,,,0.09663030000000006,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2013,0.9067433,,,,,,,0.09325669999999997,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2014,0.9099333000000001,,,,,,,0.09006669999999994,
Youth literacy rate,15-24 years,Both Sexes,40675,World,2015,0.9103017,,,,,,,0.08969830000000001,
